	SYMBOL	ENTREZID
2958	EIF4G3	8672
2959	VPS25	84313
2960	SNRPC	6631
2961	PRPF40A	55660
2962	RABGAP1	23637
2963	PLEKHM1	9842
2964	KANSL3	55683
2965	PGAP2	27315
2966	PNPO	55163
2967	MRPL14	64928
2968	BSCL2	26580
2969	HEXA	3073
2970	ZNF441	126068
2971	ZNF585A	199704
2972	SCAI	286205
2973	AMMECR1L	83607
2974	GLO1	2739
2975	LSR	51599
2976	DDX28	55794
2977	MOAP1	64112
2978	PCGF6	84108
2979	IDE	3416
2980	ACTR3	10096
2981	UBE2G2	7327
2982	STAU2	27067
2983	NARF	26502
2984	LTBR	4055
2985	ZNF266	10781
2986	LMTK2	22853
2987	CLSTN1	22883
2988	GTF2B	2959
2989	MAD2L2	10459
2990	ZKSCAN3	80317
2991	MARK2	2011
2992	CENPB	1059
2993	ZNHIT1	10467
2994	PDXDC1	23042
2995	TFE3	7030
2996	NCSTN	23385
2997	UPF1	5976
2998	OFD1	8481
2999	PTPN11	5781
3000	LIN54	132660
3001	ZNF142	7701
3002	NDUFA2	4695
3003	SURF4	6836
3004	LIN52	91750
3005	URI1	8725
3006	VAMP2	6844
3007	STX8	9482
3008	CALML4	91860
3009	HDLBP	3069
3010	KCTD5	54442
3011	WDR33	55339
3012	RPRD1A	55197
3013	CSNK1A1	1452
3014	HADH	3033
3015	ACY1	95
3016	ZNFX1	57169
3017	PIGY	84992
3018	STAT3	6774
3019	ARPC2	10109
3020	ARRDC2	27106
3021	NR1D2	9975
3022	TMEM125	128218
3023	BTBD6	90135
3024	MIS12	79003
3025	APPL1	26060
3026	BTBD2	55643
3027	RNASEK	440400
3028	MRPL30	51263
3029	DNAJC25	548645
3030	USP48	84196
3031	ZFP64	55734
3032	SLC35A5	55032
3033	CYBA	1535
3034	NOL9	79707
3035	HS6ST1	9394
3036	ZNF397	84307
3037	TDRD3	81550
3038	TEX10	54881
3039	OGFOD3	79701
3040	SAR1B	51128
3041	PISD	23761
3042	CSTF3	1479
3043	GMEB1	10691
3044	RAB2A	5862
3045	EXT2	2132
3046	NUBP2	10101
3047	USP42	84132
3048	PIP4K2A	5305
3049	PRKAG1	5571
3050	OSTF1	26578
3051	KCMF1	56888
3052	TIMM8B	26521
3053	ST7	7982
3054	METRNL	284207
3055	RAPGEF5	9771
3056	GNA13	10672
3057	DRAM2	128338
3058	TMEM60	85025
3059	CDK16	5127
3060	LAMTOR3	8649
3061	MEX3C	51320
3062	WDR41	55255
3063	MRPL13	28998
3064	PAIP2	51247
3065	SRRD	402055
3066	RRP36	88745
3067	NOL12	79159
3068	HPS4	89781
3069	CDK20	23552
3070	FAM168B	130074
3071	MAFK	7975
3072	MRPL16	54948
3073	BRD7	29117
3074	ANAPC1	64682
3075	AMZ2	51321
3076	FAM220A	84792
3077	CEP41	95681
3078	MRPS30	10884
3079	RPL35	11224
3080	ROCK2	9475
3081	PIAS4	51588
3082	XPO6	23214
3083	TRIT1	54802
3084	ORAI1	84876
3085	APRT	353
3086	PELP1	27043
3087	NCK2	8440
3088	ACTR5	79913
3089	SF3B5	83443
3090	NUP85	79902
3091	MAST2	23139
3092	ERGIC3	51614
3093	CHCHD4	131474
3094	TRIM39	56658
3095	MXD3	83463
3096	SPNS1	83985
3097	PDE4DIP	9659
3098	DDX56	54606
3099	TRA2A	29896
3100	VCL	7414
3101	ZNF740	283337
3102	ZNF41	7592
3103	CC2D1B	200014
3104	AMBRA1	55626
3105	TRIM47	91107
3106	POMGNT1	55624
3107	FAM98B	283742
3108	INSIG2	51141
3109	ZBTB39	9880
3110	PRPF31	26121
3111	DCUN1D5	84259
3112	MAGI3	260425
3113	NLN	57486
3114	MTIF2	4528
3115	PICK1	9463
3116	DCXR	51181
3117	CEP57	9702
3118	STK19	8859
3119	SEC11A	23478
3120	NFE2L1	4779
3121	KLHL2	11275
3122	APEX2	27301
3123	SLC41A3	54946
3124	ZNF514	84874
3125	MRPL34	64981
3126	FKBP8	23770
3127	ADAM17	6868
3128	ALAD	210
3129	LONP1	9361
3130	ZNF830	91603
3131	LRRC8B	23507
3132	VPS28	51160
3133	BMS1	9790
3134	MTR	4548
3135	HSPA13	6782
3136	CHMP2B	25978
3137	PRKAR1B	5575
3138	ZNF708	7562
3139	ASTE1	28990
3140	DHPS	1725
3141	TBC1D5	9779
3142	ZNF592	9640
3143	ZNF461	92283
3144	CAPZA1	829
3145	ZER1	10444
3146	FEZ2	9637
3147	CDC16	8881
3148	IRAK4	51135
3149	DHX35	60625
3150	ARMC7	79637
3151	LRWD1	222229
3152	USF1	7391
3153	DNAJC9	23234
3154	TNFRSF21	27242
3155	MAGEF1	64110
3156	ZNF597	146434
3157	FEM1C	56929
3158	SPG11	80208
3159	TFDP2	7029
3160	ZNF551	90233
3161	NUDT22	84304
3162	CLTB	1212
3163	COA4	51287
3164	ZNF613	79898
3165	MKKS	8195
3166	CNEP1R1	255919
3167	ATM	472
3168	PLCB3	5331
3169	RPAP1	26015
3170	COX16	51241
3171	RECQL	5965
3172	ITFG1	81533
3173	AKT1S1	84335
3174	ST7L	54879
3175	UBE2H	7328
3176	KDM2A	22992
3177	TMEM208	29100
3178	HCFC1R1	54985
3179	AMMECR1	9949
3180	ESRP2	80004
3181	FNDC3B	64778
3182	SERTAD2	9792
3183	ULK3	25989
3184	LRCH3	84859
3185	MED30	90390
3186	RGS14	10636
3187	ZNF233	353355
3188	RPL28	6158
3189	ZNF319	57567
3190	STIP1	10963
3191	NUP43	348995
3192	GCDH	2639
3193	PTP4A2	8073
3194	STK4	6789
3195	EXOC6B	23233
3196	PPP1R16A	84988
3197	NEDD8	4738
3198	PSD3	23362
3199	STEAP3	55240
3200	DTD2	112487
3201	RBFOX2	23543
3202	SUCO	51430
3203	ANKRD52	283373
3204	MED17	9440
3205	SRF	6722
3206	ACAA1	30
3207	YBX1	4904
3208	SLC45A4	57210
3209	C18orf21	83608
3210	SLC27A4	10999
3211	ZBTB1	22890
3212	FLYWCH1	84256
3213	RPUSD3	285367
3214	PDE12	201626
3215	ALG10	84920
3216	ABHD10	55347
3217	PGAM5	192111
3218	KLHL22	84861
3219	RNF214	257160
3220	CTNNBL1	56259
3221	GRINA	2907
3222	ATG16L1	55054
3223	ENKD1	84080
3224	RPUSD4	84881
3225	DGKD	8527
3226	DDB1	1642
3227	ESCO1	114799
3228	DGCR6L	85359
3229	DDHD1	80821
3230	COPE	11316
3231	THOC1	9984
3232	NDE1	54820
3233	TBCC	6903
3234	PTS	5805
3235	ALKBH5	54890
3236	RALA	5898
3237	LRRC37B	114659
3238	VAMP3	9341
3239	DPF2	5977
3240	FAM174A	345757
3241	AP3M2	10947
3242	POT1	25913
3243	CNNM2	54805
3244	LMLN	89782
3245	PPP3CC	5533
3246	EDC3	80153
3247	RUFY2	55680
3248	ARSK	153642
3249	VPS51	738
3250	ZNF607	84775
3251	ZFX	7543
3252	ZBTB24	9841
3253	SMARCC2	6601
3254	PSMG4	389362
3255	ACAD11	84129
3256	SH3BP2	6452
3257	ELMO2	63916
3258	UBE4B	10277
3259	ZNF623	9831
3260	PWP2	5822
3261	HSPBAP1	79663
3262	SNN	8303
3263	BCAS3	54828
3264	NKAP	79576
3265	DHDDS	79947
3266	DNMBP	23268
3267	TADA2A	6871
3268	CMIP	80790
3269	METTL9	51108
3270	GNL3L	54552
3271	MAPKAPK3	7867
3272	SLC44A1	23446
3273	ZNF490	57474
3274	ZFYVE16	9765
3275	TMEM87B	84910
3276	ZNF280D	54816
3277	MTF2	22823
3278	XYLT2	64132
3279	AIDA	64853
3280	MICALL1	85377
3281	ZNF436	80818
3282	RCL1	10171
3283	ELOVL1	64834
3284	ZNF354B	117608
3285	CXXC1	30827
3286	ITGA3	3675
3287	HECA	51696
3288	GEMIN6	79833
3289	NCOA5	57727
3290	MAN1B1	11253
3291	GORASP2	26003
3292	TTC12	54970
3293	SRSF6	6431
3294	VAMP4	8674
3295	SFT2D2	375035
3296	VPS37B	79720
3297	NONO	4841
3298	SH3RF1	57630
3299	FAR2	55711
3300	PUS10	150962
3301	BANF1	8815
3302	FBXL4	26235
3303	OTUB1	55611
3304	MYO9A	4649
3305	TARBP2	6895
3306	METTL25	84190
3307	CHID1	66005
3308	NF1	4763
3309	DNAJA3	9093
3310	CREBZF	58487
3311	USP6NL	9712
3312	DOLPP1	57171
3313	SNRNP25	79622
3314	SERP1	27230
3315	PSMA5	5686
3316	SLC25A44	9673
3317	UBE2Q1	55585
3318	FAM177A1	283635
3319	HIBCH	26275
3320	SLC35B3	51000
3321	RHOBTB2	23221
3322	SLC52A2	79581
3323	MYADM	91663
3324	RAD1	5810
3325	ZC3H8	84524
3326	SNRPG	6637
3327	TMEM134	80194
3328	RNASEH1	246243
3329	PIK3R2	5296
3330	PARK7	11315
3331	FBXO4	26272
3332	BCAP31	10134
3333	YDJC	150223
3334	NUP155	9631
3335	RIC8B	55188
3336	MALT1	10892
3337	TRAPPC8	22878
3338	TAB2	23118
3339	FAM200A	221786
3340	MRPL40	64976
3341	ZBTB9	221504
3342	PPTC7	160760
3343	TTLL12	23170
3344	DEAF1	10522
3345	ARL3	403
3346	USP43	124739
3347	CAMTA2	23125
3348	ZSWIM7	125150
3349	EXTL3	2137
3350	TIMMDC1	51300
3351	DVL2	1856
3352	PFDN4	5203
3353	SYNRG	11276
3354	XRCC4	7518
3355	EBNA1BP2	10969
3356	TMEM150A	129303
3357	PRDM15	63977
3358	TMEM68	137695
3359	ACTL6A	86
3360	MLEC	9761
3361	SPINT1	6692
3362	SSH2	85464
3363	CLPB	81570
3364	POLR2C	5432
3365	SNX9	51429
3366	SLC31A1	1317
3367	TATDN2	9797
3368	ABCF1	23
3369	KDM1B	221656
3370	MCCC1	56922
3371	OSTC	58505
3372	PANK1	53354
3373	TMEM185A	84548
3374	SYTL4	94121
3375	PPP1R37	284352
3376	MYO1C	4641
3377	RAB13	5872
3378	ZNF566	84924
3379	GATAD1	57798
3380	SEMA4D	10507
3381	ATG10	83734
3382	RPL7L1	285855
3383	GNA12	2768
3384	STK11IP	114790
3385	IL17RE	132014
3386	ATRN	8455
3387	RXRB	6257
3388	PORCN	64840
3389	GNL2	29889
3390	CCP110	9738
3391	AGAP1	116987
3392	NUP88	4927
3393	EHMT2	10919
3394	ZNF197	10168
3395	TESK1	7016
3396	RALGPS2	55103
3397	SDHAF1	644096
3398	RCBTB1	55213
3399	TMED10	10972
3400	AP1AR	55435
3401	NSUN5	55695
3402	MAN2A2	4122
3403	LZIC	84328
3404	ST14	6768
3405	SIVA1	10572
3406	WBP4	11193
3407	ZNF770	54989
3408	SNRK	54861
3409	EXOSC1	51013
3410	ZNF451	26036
3411	HTRA2	27429
3412	PLIN3	10226
3413	ADCK2	90956
3414	RREB1	6239
3415	EMC7	56851
3416	RANBP10	57610
3417	LRRC28	123355
3418	IP6K2	51447
3419	POLR3E	55718
3420	MTPN	136319
3421	TMEM14B	81853
3422	PTPN1	5770
3423	PET117	100303755
3424	HADHA	3030
3425	XXYLT1	152002
3426	MFSD8	256471
3427	METTL21A	151194
3428	ESF1	51575
3429	BPGM	669
3430	C8orf33	65265
3431	TUBE1	51175
3432	ZHX3	23051
3433	TMEM127	55654
3434	NUDT8	254552
3435	PPP1R13B	23368
3436	UBAC1	10422
3437	POR	5447
3438	IQSEC1	9922
3439	MMGT1	93380
3440	VTI1B	10490
3441	YPEL5	51646
3442	C4orf3	401152
3443	TMEM161B	153396
3444	SLC37A4	2542
3445	CHURC1	91612
3446	SCAMP1	9522
3447	MCCC2	64087
3448	TRADD	8717
3449	RHBDF1	64285
3450	ARHGAP27	201176
3451	ZNF333	84449
3452	NEU3	10825
3453	RTN4IP1	84816
3454	TMEM120B	144404
3455	SYNGR2	9144
3456	ZNF184	7738
3457	SOD2	6648
3458	ENTPD7	57089
3459	NOMO2	283820
3460	ZNF20	7568
3461	CDR2	1039
3462	SUPT4H1	6827
3463	CASP9	842
3464	LYRM7	90624
3465	IFT172	26160
3466	ATPAF2	91647
3467	ASF1A	25842
3468	BMP2K	55589
3469	PUSL1	126789
3470	CTBP1	1487
3471	EXD2	55218
3472	YAP1	10413
3473	ATXN7L3	56970
3474	ARL13B	200894
3475	TBC1D30	23329
3476	F8	2157
3477	GBE1	2632
3478	MAST3	23031
3479	TOR4A	54863
3480	SLC35B1	10237
3481	IKBKG	8517
3482	ZNF253	56242
3483	RAD50	10111
3484	VTI1A	143187
3485	SRPRB	58477
3486	HAUS1	115106
3487	DCAF11	80344
3488	MARCKSL1	65108
3489	ZNF280C	55609
3490	TTLL11	158135
3491	HGS	9146
3492	CHD3	1107
3493	CENPT	80152
3494	VPS37C	55048
3495	GNB1	2782
3496	CBLB	868
3497	ZDHHC8	29801
3498	AFF4	27125
3499	MRPL48	51642
3500	NIPAL1	152519
3501	HDAC7	51564
3502	VRK2	7444
3503	BRMS1	25855
3504	ZBTB22	9278
3505	TAF6L	10629
3506	AARS2	57505
3507	NUFIP2	57532
3508	CEP76	79959
3509	MLLT10	8028
3510	WARS2	10352
3511	OCIAD1	54940
3512	CLOCK	9575
3513	CIC	23152
3514	ZNF600	162966
3515	DHX8	1659
3516	NIPAL3	57185
3517	KCTD18	130535
3518	CPNE2	221184
3519	RWDD2B	10069
3520	DTX4	23220
3521	ZNF761	388561
3522	PRDX1	5052
3523	C2CD2L	9854
3524	ZNF8	7554
3525	CNST	163882
3526	OPTN	10133
3527	SOS2	6655
3528	ZNF629	23361
3529	R3HCC1L	27291
3530	UVRAG	7405
3531	DBI	1622
3532	ZSCAN22	342945
3533	SIRT3	23410
3534	ABCD3	5825
3535	RNF166	115992
3536	CCDC15	80071
3537	ZNF850	342892
3538	PSMB5	5693
3539	PTER	9317
3540	PITHD1	57095
3541	TBRG4	9238
3542	DENND2D	79961
3543	LRFN3	79414
3544	GALNT2	2590
3545	SMTN	6525
3546	PBRM1	55193
3547	ABCD4	5826
3548	TMEM209	84928
3549	GNPTAB	79158
3550	EIF2AK1	27102
3551	ACTR10	55860
3552	RNPEPL1	57140
3553	MAGOH	4116
3554	ZNF786	136051
3555	SMAP1	60682
3556	PEX2	5828
3557	TCP11L1	55346
3558	ENDOG	2021
3559	ZNF615	284370
3560	OGFOD1	55239
3561	RNASEH2C	84153
3562	PTGES3	10728
3563	WSB1	26118
3564	PHPT1	29085
3565	MBLAC2	153364
3566	CHRNA5	1138
3567	IMPA1	3612
3568	TDG	6996
3569	HRAS	3265
3570	SIGMAR1	10280
3571	DEXI	28955
3572	PEX19	5824
3573	EXOSC2	23404
3574	SIPA1	6494
3575	CDAN1	146059
3576	TMEM80	283232
3577	TAF1B	9014
3578	CCZ1B	221960
3579	NDUFS7	374291
3580	MRPS17	51373
3581	TBCB	1155
3582	PYURF	100996939
3583	MKLN1	4289
3584	FAM111A	63901
3585	CAMLG	819
3586	DHRS7B	25979
3587	CAMSAP3	57662
3588	CCDC24	149473
3589	PTEN	5728
3590	DYNC2LI1	51626
3591	SLX1A	548593
3592	KLHDC2	23588
3593	KIAA0232	9778
3594	TECPR2	9895
3595	MED18	54797
3596	HINFP	25988
3597	EHD1	10938
3598	DCAKD	79877
3599	GAB1	2549
3600	CYB5R3	1727
3601	MRPS18B	28973
3602	FAU	2197
3603	ATF4	468
3604	NIT1	4817
3605	CTNND1	1500
3606	VMA21	203547
3607	BCL2L15	440603
3608	RMND1	55005
3609	DPP9	91039
3610	PLBD2	196463
3611	ATP6V0E1	8992
3612	WDR46	9277
3613	ACO1	48
3614	WASL	8976
3615	CLASP1	23332
3616	HNRNPAB	3182
3617	CDC42BPA	8476
3618	CMC4	100272147
3619	MARVELD1	83742
3620	CD82	3732
3621	RFNG	5986
3622	BCAT2	587
3623	POLR1B	84172
3624	ZNF564	163050
3625	UBE2D4	51619
3626	CDIPT	10423
3627	AKAP10	11216
3628	ZBTB44	29068
3629	PDE6D	5147
3630	XRCC6	2547
3631	PDLIM2	64236
3632	SEPSECS	51091
3633	MTMR8	55613
3634	TPM1	7168
3635	RDH11	51109
3636	MAP2K2	5605
3637	RPF2	84154
3638	KIF1C	10749
3639	ARL1	400
3640	SRSF4	6429
3641	ALDH16A1	126133
3642	UBE2B	7320
3643	XPC	7508
3644	LIN37	55957
3645	MED13	9969
3646	PDCL3	79031
3647	MMACHC	25974
3648	SLC30A5	64924
3649	ELP2	55250
3650	TMEM143	55260
3651	WDR5	11091
3652	ZNF609	23060
3653	FAM20B	9917
3654	TMC4	147798
3655	SAMD8	142891
3656	AMN1	196394
3657	ATMIN	23300
3658	HP1BP3	50809
3659	PCCB	5096
3660	CNKSR1	10256
3661	ZNF700	90592
3662	VPS16	64601
3663	EIF3H	8667
3664	SPCS1	28972
3665	TXNRD2	10587
3666	UQCRQ	27089
3667	JAGN1	84522
3668	DIS3L	115752
3669	TMUB1	83590
3670	HLA-E	3133
3671	ZNF33A	7581
3672	API5	8539
3673	APBB3	10307
3674	BAG6	7917
3675	RFWD3	55159
3676	CD151	977
3677	B4GALT7	11285
3678	ABHD15	116236
3679	CLYBL	171425
3680	HIGD2A	192286
3681	RPS6KA1	6195
3682	FZR1	51343
3683	OGDH	4967
3684	NDOR1	27158
3685	UBR2	23304
3686	DHX9	1660
3687	CDKL3	51265
3688	CD99L2	83692
3689	SAP30L	79685
3690	C11orf58	10944
3691	AP5B1	91056
3692	AP2A1	160
3693	C19orf47	126526
3694	RFC5	5985
3695	TPBG	7162
3696	PCDH1	5097
3697	RRAGC	64121
3698	PPCDC	60490
3699	TSPAN15	23555
3700	SREBF2	6721
3701	MAN1C1	57134
3702	TBCK	93627
3703	INO80	54617
3704	ERI1	90459
3705	SLC18B1	116843
3706	PELI3	246330
3707	GZF1	64412
3708	DDT	1652
3709	PNPLA2	57104
3710	LIAS	11019
3711	ELMOD2	255520
3712	MED19	219541
3713	RBM8A	9939
3714	TATDN1	83940
3715	BTBD1	53339
3716	RFX1	5989
3717	ZBED4	9889
3718	ZSCAN16	80345
3719	CTPS2	56474
3720	MOB1B	92597
3721	TOR1AIP1	26092
3722	RNF138	51444
3723	BIVM	54841
3724	CRLF3	51379
3725	ZNF500	26048
3726	ABCE1	6059
3727	TBL3	10607
3728	CREM	1390
3729	NT5DC1	221294
3730	MRPL38	64978
3731	ZNF383	163087
3732	SETDB2	83852
3733	PNRC2	55629
3734	TCTN2	79867
3735	HCCS	3052
3736	INPP4A	3631
3737	PSMA3	5684
3738	TSNAX	7257
3739	METTL16	79066
3740	DAGLB	221955
3741	ZNF224	7767
3742	NAGK	55577
3743	C17orf49	124944
3744	STIM2	57620
3745	FLOT2	2319
3746	PRKAG2	51422
3747	SYVN1	84447
3748	FAM120AOS	158293
3749	CAAP1	79886
3750	SLTM	79811
3751	NME6	10201
3752	DYRK2	8445
3753	GPR137	56834
3754	LZTR1	8216
3755	NAT1	9
3756	RNPEP	6051
3757	NEDD8-MDP1	100528064
3758	MINPP1	9562
3759	SHPK	23729
3760	TLK2	11011
3761	SRSF1	6426
3762	RSPH3	83861
3763	SART3	9733
3764	TSC1	7248
3765	ESR1	2099
3766	USP38	84640
3767	ATF6	22926
3768	UBIAD1	29914
3769	NFKBIE	4794
3770	PHLPP1	23239
3771	MRPS15	64960
3772	LRRC14	9684
3773	ALG2	85365
3774	CTDNEP1	23399
3775	RCE1	9986
3776	IGSF8	93185
3777	PTCD2	79810
3778	LRIF1	55791
3779	PRR14L	253143
3780	NIPA2	81614
3781	ZC3H11A	9877
3782	BRPF1	7862
3783	TADA1	117143
3784	NDEL1	81565
3785	MAP7D1	55700
3786	RPS10-NUDT3	100529239
3787	DET1	55070
3788	MSRB2	22921
3789	ZBTB8A	653121
3790	EHBP1L1	254102
3791	KIF1B	23095
3792	FUBP1	8880
3793	TMED4	222068
3794	LSM7	51690
3795	APLF	200558
3796	RPL8	6132
3797	STARD13	90627
3798	PKN2	5586
3799	CAPN5	726
3800	GMEB2	26205
3801	EIF4EBP2	1979
3802	NHEJ1	79840
3803	ZNF77	58492
3804	EXT1	2131
3805	ATG12	9140
3806	NCKIPSD	51517
3807	TST	7263
3808	PFN1	5216
3809	MYPOP	339344
3810	PGS1	9489
3811	ZNF2	7549
3812	MAP2K3	5606
3813	NGEF	25791
3814	SMG9	56006
3815	PMS2	5395
3816	DNAJC5	80331
3817	ABTB2	25841
3818	TRIM65	201292
3819	PCYOX1L	78991
3820	PTPN18	26469
3821	PDP2	57546
3822	RALGDS	5900
3823	GUSB	2990
3824	ATP6V0B	533
3825	IQGAP1	8826
3826	AKT2	208
3827	PDE4D	5144
3828	CCDC22	28952
3829	ZNF628	89887
3830	CRNKL1	51340
3831	PHB2	11331
3832	FRS3	10817
3833	PRKCZ	5590
3834	ZNF250	58500
3835	MPHOSPH10	10199
3836	SDSL	113675
3837	MBNL2	10150
3838	SAMD1	90378
3839	PTPRK	5796
3840	B3GALT4	8705
3841	FBXO31	79791
3842	TMEM219	124446
3843	CTSW	1521
3844	ISCA2	122961
3845	PRSS3	5646
3846	NDUFAF3	25915
3847	STK40	83931
3848	ZNF526	116115
3849	IRF3	3661
3850	DDR1	780
3851	RNF121	55298
3852	NDUFS6	4726
3853	RBBP5	5929
3854	ECSIT	51295
3855	CAMSAP1	157922
3856	SIRT5	23408
3857	POLR2G	5436
3858	ZNF408	79797
3859	MPHOSPH9	10198
3860	SEMA4G	57715
3861	CUX1	1523
3862	WIZ	58525
3863	SMPDL3B	27293
3864	ALG14	199857
3865	SPRY1	10252
3866	ZNF322	79692
3867	PSMD9	5715
3868	KDM4B	23030
3869	PHF6	84295
3870	STARD7	56910
3871	UBXN7	26043
3872	BZW1	9689
3873	PTK2B	2185
3874	MEA1	4201
3875	MCEE	84693
3876	ROGDI	79641
3877	METTL8	79828
3878	PIAS2	9063
3879	C8orf82	414919
3880	RPL36AL	6166
3881	CCDC127	133957
3882	UBE2E1	7324
3883	ABT1	29777
3884	TRIP10	9322
3885	FOXO1	2308
3886	TGFBR1	7046
3887	SEMA4B	10509
3888	PTPDC1	138639
3889	CRYZL1	9946
3890	MYO5C	55930
3891	ASB8	140461
3892	CPSF7	79869
3893	SIGIRR	59307
3894	ATOX1	475
3895	TRIM62	55223
3896	DNAJC30	84277
3897	DHX38	9785
3898	TLK1	9874
3899	RHOBTB1	9886
3900	C1RL	51279
3901	CDC42SE2	56990
3902	XPNPEP1	7511
3903	PTPN2	5771
3904	RSC1A1	6248
3905	C19orf12	83636
3906	SNAP47	116841
3907	PXK	54899
3908	TMED1	11018
3909	OPHN1	4983
3910	CDKN2AIPNL	91368
3911	SPECC1L	23384
3912	PIGG	54872
3913	NQO2	4835
3914	YIF1A	10897
3915	CHSY1	22856
3916	SCNN1A	6337
3917	SOWAHC	65124
3918	HTT	3064
3919	RPIA	22934
3920	DPH3	285381
3921	RNF135	84282
3922	SMG5	23381
3923	ERMP1	79956
3924	BSG	682
3925	COPS3	8533
3926	LAMB1	3912
3927	TTBK2	146057
3928	ANKRD54	129138
3929	ZNF572	137209
3930	ABHD11	83451
3931	NPC1	4864
3932	KIAA1328	57536
3933	LANCL3	347404
3934	STK16	8576
3935	C7orf50	84310
3936	HINT3	135114
3937	RALGAPB	57148
3938	ABCB8	11194
3939	GTF2H4	2968
3940	ATP6V0A2	23545
3941	CCDC115	84317
3942	SESN2	83667
3943	PPFIBP2	8495
3944	EXOSC9	5393
3945	TBCE	6905
3946	TOR3A	64222
3947	SOWAHB	345079
3948	FBXL3	26224
3949	CTNNA1	1495
3950	POLR3D	661
3951	GXYLT1	283464
3952	ORC4	5000
3953	ZNF226	7769
3954	TAF10	6881
3955	NVL	4931
3956	CBFB	865
3957	THAP9	79725
3958	PRRG2	5639
3959	MRPL41	64975
3960	SCFD2	152579
3961	TMEM175	84286
3962	ANXA7	310
3963	MAT2B	27430
3964	DNASE2	1777
3965	DOLK	22845
3966	WDFY3	23001
3967	DBF4	10926
3968	STX12	23673
3969	TOMM34	10953
3970	C1orf56	54964
3971	POLR2I	5438
3972	ZNF652	22834
3973	ZCCHC4	29063
3974	PATZ1	23598
3975	LRRC20	55222
3976	PRKRIP1	79706
3977	ZNF689	115509
3978	GPAM	57678
3979	SLC3A2	6520
3980	USP4	7375
3981	SLC12A9	56996
3982	USE1	55850
3983	RTN2	6253
3984	PPP2R5C	5527
3985	CLIC1	1192
3986	ATP2B1	490
3987	MASTL	84930
3988	B4GALT3	8703
3989	HDAC2	3066
3990	HIRA	7290
3991	ZXDC	79364
3992	BRWD3	254065
3993	KDM2B	84678
3994	LCOR	84458
3995	SLC7A8	23428
3996	ZNF276	92822
3997	MTM1	4534
3998	ZNF337	26152
3999	CLDN3	1365
4000	XPA	7507
4001	MYO5B	4645
4002	NACC2	138151
4003	FAM193B	54540
4004	PSMA1	5682
4005	MRPL54	116541
4006	GPR137B	7107
4007	POLL	27343
4008	POFUT2	23275
4009	TIPRL	261726
4010	RASSF7	8045
4011	LSM2	57819
4012	BBS4	585
4013	NEK8	284086
4014	BCL11B	64919
4015	DFFB	1677
4016	CCNT2	905
4017	FOXA3	3171
4018	CDK2	1017
4019	SEC31A	22872
4020	TAF3	83860
4021	APOBEC3F	200316
4022	SLC35D2	11046
4023	ENPP4	22875
4024	ARRB2	409
4025	MLH3	27030
4026	ELP4	26610
4027	FBXO46	23403
4028	SRSF5	6430
4029	CANX	821
4030	STARD10	10809
4031	ASXL2	55252
4032	NDST1	3340
4033	PEX5	5830
4034	KIAA1586	57691
4035	EEF1E1	9521
4036	LRIG2	9860
4037	RNF25	64320
4038	FBRS	64319
4039	COX7A2L	9167
4040	HEMK1	51409
4041	EDEM1	9695
4042	PA2G4	5036
4043	SCAMP4	113178
4044	PEAR1	375033
4045	TAPBP	6892
4046	MARK4	57787
4047	SDHB	6390
4048	MAVS	57506
4049	PLOD1	5351
4050	TCAIM	285343
4051	ICA1L	130026
4052	MTAP	4507
4053	CCDC107	203260
4054	ZNF274	10782
4055	RANBP2	5903
4056	NFIX	4784
4057	PDIK1L	149420
4058	NTPCR	84284
4059	TULP4	56995
4060	ISCU	23479
4061	CHKB	1120
4062	ADAM9	8754
4063	PDIA4	9601
4064	MAPK7	5598
4065	RND3	390
4066	SYNC	81493
4067	ESRP1	54845
4068	EML2	24139
4069	MFSD12	126321
4070	CCNJ	54619
4071	COMMD3-BMI1	100532731
4072	BRIX1	55299
4073	OXNAD1	92106
4074	GNB5	10681
4075	FAM98C	147965
4076	TMEM53	79639
4077	ZNF81	347344
4078	PDPK1	5170
4079	ERCC6L2	375748
4080	NAA15	80155
4081	TPRKB	51002
4082	CRB3	92359
4083	EPB41	2035
4084	CRELD2	79174
4085	AHCTF1	25909
4086	FAM83F	113828
4087	NCBP2	22916
4088	ZNF674	641339
4089	TMCO3	55002
4090	PSMD6	9861
4091	BRD3	8019
4092	DLD	1738
4093	BOLA2B	654483
4094	BBS5	129880
4095	KDM4A	9682
4096	ADAMTS3	9508
4097	COA1	55744
4098	ZNF428	126299
4099	FAM168A	23201
4100	ZNF630	57232
4101	ZSCAN21	7589
4102	EXTL2	2135
4103	ARMCX5-GPRASP2	100528062
4104	ORMDL3	94103
4105	PLEKHA1	59338
4106	ALG8	79053
4107	SIX5	147912
4108	PDS5B	23047
4109	PRR15	222171
4110	RBM14	10432
4111	LRRC49	54839
4112	TECPR1	25851
4113	RAP1GDS1	5910
4114	MAP4	4134
4115	CPNE1	8904
4116	ZDHHC12	84885
4117	RHBDD3	25807
4118	MRPS25	64432
4119	CA13	377677
4120	SDF2	6388
4121	GDPD3	79153
4122	RNF11	26994
4123	DCLRE1B	64858
4124	POGK	57645
4125	RAB33B	83452
4126	UBL5	59286
4127	ZFYVE27	118813
4128	TXNDC17	84817
4129	PES1	23481
4130	SCRN2	90507
4131	MRPL21	219927
4132	BAK1	578
4133	PACRGL	133015
